Fecha,Hora,Activo,TF,Dir,Prob,LOB,Edge,Alpha,Stability,CWEV,Samples,Veredicto,Open,Close
19/3/2026,02:35:18,BTC/USD,5M,SELL,62.9,-0.427,-7.92,0.031,65,5.1,30,PERDIDA,70694.34,70706.11
19/3/2026,02:38:57,BTC/USD,5M,BUY,68.8,0.687,13.91,0.057,76,10.6,27,PENDIENTE,,
19/3/2026,02:40:19,BNB/USD,5M,SELL,62.6,-0.448,-7.71,0.020,53,4.1,25,PERDIDA,648.36,648.99
19/3/2026,02:45:19,BTC/USD,5M,BUY,68.8,0.687,13.91,0.057,76,10.6,27,PERDIDA,70792.78,70779.99
19/3/2026,03:04:00,BNB/USD,5M,BUY,62.7,0.792,7.77,0.042,81,6.3,33,PENDIENTE,,
19/3/2026,03:09:10,SOL/USD,5M,SELL,64.5,-0.265,-9.58,0.034,66,6.3,27,PENDIENTE,,
19/3/2026,03:10:20,BNB/USD,5M,BUY,62.7,0.792,7.77,0.042,81,6.3,33,GANADA,648.91,649.81
19/3/2026,03:13:57,ETH/USD,15M,BUY,71.3,0.609,16.39,0.075,92,15.0,25,PENDIENTE,,
19/3/2026,03:15:20,SOL/USD,5M,SELL,64.5,-0.265,-9.58,0.034,66,6.3,27,GANADA,89.85,89.82
19/3/2026,03:18:57,SOL/USD,5M,BUY,61.1,0.024,6.18,0.022,72,4.4,25,PENDIENTE,,
19/3/2026,03:25:20,SOL/USD,5M,BUY,61.1,0.024,6.18,0.022,72,4.4,25,PERDIDA,90.03,89.94
19/3/2026,03:28:59,ETH/USD,15M,BUY,83.2,0.956,28.29,0.125,88,25.0,25,PENDIENTE,,
19/3/2026,03:28:59,BTC/USD,5M,SELL,66.3,-0.248,-11.38,0.030,53,6.0,25,PENDIENTE,,
19/3/2026,03:30:20,ETH/USD,15M,BUY,71.3,0.609,16.39,0.075,92,15.0,25,PERDIDA,2191.32,2187.44
19/3/2026,03:34:00,BNB/USD,5M,BUY,62.5,0.683,7.53,0.029,77,5.8,25,PENDIENTE,,
19/3/2026,03:35:20,BTC/USD,5M,SELL,66.3,-0.248,-11.38,0.030,53,6.0,25,GANADA,70731.72,70634.68
19/3/2026,03:40:21,BNB/USD,5M,BUY,62.5,0.683,7.53,0.029,77,5.8,25,GANADA,648.63,649.15
19/3/2026,03:44:02,BTC/USD,5M,SELL,63.4,-0.990,-8.51,0.036,64,5.4,33,PENDIENTE,,
19/3/2026,03:44:03,SOL/USD,5M,SELL,63.7,-0.140,-8.77,0.030,56,4.9,31,PENDIENTE,,
19/3/2026,03:45:21,ETH/USD,15M,BUY,83.2,0.956,28.29,0.125,88,25.0,25,PERDIDA,2187.43,2186.71
19/3/2026,03:48:55,SOL/USD,5M,BUY,66.1,0.035,11.17,0.057,77,8.6,33,PENDIENTE,,
19/3/2026,03:50:21,SOL/USD,5M,SELL,63.7,-0.140,-8.77,0.030,56,4.9,31,GANADA,89.97,89.92
19/3/2026,03:50:36,BTC/USD,5M,SELL,63.4,-0.990,-8.51,0.036,64,5.4,33,GANADA,70713.15,70648.87
19/3/2026,03:50:37,BTC/USD,5M,SELL,63.4,-0.990,-8.51,0.036,64,5.4,33,GANADA,70713.15,70648.87
19/3/2026,03:53:56,BNB/USD,5M,SELL,64.1,-0.053,-9.15,0.033,73,6.7,25,PENDIENTE,,
19/3/2026,03:54:07,BTC/USD,5M,SELL,63.9,-0.265,-8.98,0.044,72,6.4,34,PENDIENTE,,
19/3/2026,03:58:59,ADA/USD,5M,SELL,62.9,-0.068,-7.97,0.034,86,6.8,25,PENDIENTE,,
19/3/2026,03:59:02,BNB/USD,1H,BUY,59.4,0.223,4.50,0.020,90,4.0,25,PENDIENTE,,
19/3/2026,04:00:23,BTC/USD,5M,SELL,63.9,-0.265,-8.98,0.044,72,6.4,34,GANADA,70605.53,70583.22
19/3/2026,04:00:24,BNB/USD,5M,SELL,64.1,-0.053,-9.15,0.033,73,6.7,25,GANADA,648.68,648.67
19/3/2026,04:04:00,BNB/USD,5M,SELL,81.7,-0.705,-26.76,0.087,65,17.3,25,PENDIENTE,,
19/3/2026,04:05:24,ADA/USD,5M,SELL,62.9,-0.068,-7.97,0.034,86,6.8,25,GANADA,0.2713,0.271
19/3/2026,04:08:58,XRP/USD,5M,BUY,63.9,0.249,8.94,0.052,86,7.7,34,PENDIENTE,,
19/3/2026,04:08:58,ETH/USD,5M,BUY,62.7,0.577,7.72,0.035,91,7.0,25,PENDIENTE,,
19/3/2026,04:08:58,BNB/USD,5M,BUY,62.1,0.645,7.15,0.032,89,6.4,25,PENDIENTE,,
19/3/2026,04:10:24,BNB/USD,5M,SELL,81.7,-0.705,-26.76,0.087,65,17.3,25,GANADA,647.76,646.81
19/3/2026,04:15:24,BNB/USD,5M,BUY,62.1,0.645,7.15,0.032,89,6.4,25,PERDIDA,646.81,643.6
19/3/2026,04:15:25,ETH/USD,5M,BUY,62.7,0.577,7.72,0.035,91,7.0,25,PERDIDA,2173.55,2160.71
19/3/2026,04:15:25,XRP/USD,5M,BUY,63.9,0.249,8.94,0.052,86,7.7,34,PERDIDA,1.4667,1.463
19/3/2026,04:34:02,ADA/USD,5M,SELL,62.3,-0.122,-7.40,0.053,90,6.7,40,PENDIENTE,,
19/3/2026,04:40:25,ADA/USD,5M,SELL,62.3,-0.122,-7.40,0.053,90,6.7,40,PERDIDA,0.2682,0.2698
19/3/2026,04:43:59,BNB/USD,5M,SELL,72.3,-0.431,-17.40,0.069,80,13.9,25,PENDIENTE,,
19/3/2026,04:50:25,BNB/USD,5M,SELL,72.3,-0.431,-17.40,0.069,80,13.9,25,GANADA,646.14,645.66
19/3/2026,04:58:55,XRP/USD,30M,SELL,65.9,-0.093,-10.93,0.044,80,8.7,25,PENDIENTE,,
19/3/2026,04:58:55,SOL/USD,5M,SELL,62.9,-0.291,-7.95,0.030,66,5.2,29,PENDIENTE,,
19/3/2026,05:00:25,BNB/USD,1H,BUY,59.4,0.223,4.50,0.020,90,4.0,25,PERDIDA,648.68,645.39
19/3/2026,05:05:25,SOL/USD,5M,SELL,62.9,-0.291,-7.95,0.030,66,5.2,29,GANADA,89.41,89.37
19/3/2026,05:08:58,ETH/USD,5M,SELL,58.7,-0.183,-3.78,0.025,86,3.3,38,PENDIENTE,,
19/3/2026,05:13:58,DOGE/USD,15M,BUY,63.4,0.044,8.47,0.035,84,7.1,25,PENDIENTE,,
19/3/2026,05:15:11,ETH/USD,5M,SELL,58.7,-0.183,-3.78,0.025,86,3.3,38,PERDIDA,2164.71,2165.67
19/3/2026,05:30:11,DOGE/USD,15M,BUY,63.4,0.044,8.47,0.035,84,7.1,25,PERDIDA,0.09441,0.09424
19/3/2026,05:30:12,XRP/USD,30M,SELL,65.9,-0.093,-10.93,0.044,80,8.7,25,GANADA,1.4613,1.4555
19/3/2026,05:39:03,BTC/USD,5M,SELL,66.4,-0.204,-11.50,0.046,80,9.2,25,PENDIENTE,,
19/3/2026,05:43:56,ETH/USD,15M,BUY,73.4,0.990,18.44,0.080,86,15.9,25,PENDIENTE,,
19/3/2026,05:45:12,BTC/USD,5M,SELL,66.4,-0.204,-11.50,0.046,80,9.2,25,PERDIDA,69900.01,70020.67
19/3/2026,05:48:55,SOL/USD,5M,SELL,65.8,-0.135,-10.84,0.029,53,5.8,25,PENDIENTE,,
19/3/2026,05:54:01,BNB/USD,5M,SELL,62.1,-0.907,-7.19,0.026,73,5.2,25,PENDIENTE,,
19/3/2026,05:55:12,SOL/USD,5M,SELL,65.8,-0.135,-10.84,0.029,53,5.8,25,PERDIDA,89.43,89.44
19/3/2026,05:58:58,SOL/USD,30M,BUY,65.1,0.061,10.13,0.046,91,9.2,25,PENDIENTE,,
19/3/2026,05:58:58,DOGE/USD,1H,BUY,62.5,0.105,7.60,0.035,91,6.9,25,PENDIENTE,,
19/3/2026,06:00:12,BNB/USD,5M,SELL,62.1,-0.907,-7.19,0.026,73,5.2,25,PERDIDA,644.21,644.43
19/3/2026,06:00:13,ETH/USD,15M,BUY,73.4,0.990,18.44,0.080,86,15.9,25,PERDIDA,2160.99,2160.66
19/3/2026,06:13:56,ADA/USD,15M,SELL,72.2,-0.210,-17.30,0.069,80,13.8,25,PENDIENTE,,
19/3/2026,06:13:56,ETH/USD,15M,SELL,69.0,-0.563,-14.10,0.058,82,11.6,25,PENDIENTE,,
19/3/2026,06:28:55,ETH/USD,30M,BUY,80.9,0.997,25.95,0.121,93,24.1,25,PENDIENTE,,
19/3/2026,06:28:55,XRP/USD,30M,BUY,62.8,0.288,7.84,0.036,91,7.1,25,PENDIENTE,,
19/3/2026,06:30:13,ETH/USD,15M,SELL,69.0,-0.563,-14.10,0.058,82,11.6,25,PERDIDA,2163.96,2179.95
19/3/2026,06:30:14,ADA/USD,15M,SELL,72.2,-0.210,-17.30,0.069,80,13.8,25,PERDIDA,0.2693,0.2706
19/3/2026,06:30:15,SOL/USD,30M,BUY,65.1,0.061,10.13,0.046,91,9.2,25,GANADA,89.35,89.6
19/3/2026,06:38:57,ADA/USD,5M,SELL,65.7,-0.067,-10.74,0.043,80,8.6,25,PENDIENTE,,
19/3/2026,06:45:13,ADA/USD,5M,SELL,65.7,-0.067,-10.74,0.043,80,8.6,25,PERDIDA,0.2708,0.271
19/3/2026,06:48:57,BTC/USD,5M,BUY,63.7,0.122,8.73,0.040,91,8.0,25,PENDIENTE,,
19/3/2026,06:55:13,BTC/USD,5M,BUY,63.7,0.122,8.73,0.040,91,8.0,25,PERDIDA,70537.43,70432.7
19/3/2026,06:58:57,XRP/USD,30M,BUY,72.7,0.203,17.74,0.077,86,15.3,25,PENDIENTE,,
19/3/2026,06:58:57,SOL/USD,30M,SELL,63.2,-0.117,-8.23,0.027,65,5.3,25,PENDIENTE,,
19/3/2026,07:00:14,XRP/USD,30M,BUY,62.8,0.288,7.84,0.036,91,7.1,25,GANADA,1.4635,1.4693
19/3/2026,07:00:14,ETH/USD,30M,BUY,80.9,0.997,25.95,0.121,93,24.1,25,GANADA,2179.96,2189.42
19/3/2026,07:00:15,DOGE/USD,1H,BUY,62.5,0.105,7.60,0.035,91,6.9,25,GANADA,0.09419,0.09508
19/3/2026,07:14:02,ADA/USD,5M,SELL,75.3,-0.166,-20.35,0.060,59,12.0,25,PENDIENTE,,
19/3/2026,07:14:02,ADA/USD,15M,SELL,62.1,-0.166,-7.20,0.023,65,4.7,25,PENDIENTE,,
19/3/2026,07:20:15,ADA/USD,5M,SELL,75.3,-0.166,-20.35,0.060,59,12.0,25,EMPATE,0.2716,0.2716
19/3/2026,07:30:14,ADA/USD,15M,SELL,62.1,-0.166,-7.20,0.023,65,4.7,25,GANADA,0.2716,0.2711
19/3/2026,07:30:15,SOL/USD,30M,SELL,63.2,-0.117,-8.23,0.027,65,5.3,25,PERDIDA,90.19,90.21
19/3/2026,07:30:16,XRP/USD,30M,BUY,72.7,0.203,17.74,0.077,86,15.3,25,PERDIDA,1.4693,1.4669
19/3/2026,07:33:57,BTC/USD,5M,SELL,62.3,-0.383,-7.37,0.022,60,4.4,25,PENDIENTE,,
19/3/2026,07:40:18,BTC/USD,5M,SELL,62.3,-0.383,-7.37,0.022,60,4.4,25,GANADA,70318.01,70237.11
19/3/2026,07:48:57,BTC/USD,5M,BUY,64.1,0.505,9.13,0.031,68,6.2,25,PENDIENTE,,
19/3/2026,07:53:59,DOGE/USD,5M,BUY,65.1,0.038,10.12,0.046,91,9.2,25,PENDIENTE,,
19/3/2026,07:55:19,BTC/USD,5M,BUY,64.1,0.505,9.13,0.031,68,6.2,25,PERDIDA,70267.96,70174.11
19/3/2026,07:58:55,BNB/USD,15M,SELL,68.9,-0.515,-13.93,0.041,59,8.2,25,PENDIENTE,,
19/3/2026,07:58:56,ETH/USD,30M,BUY,62.2,0.296,7.24,0.036,100,7.2,25,PENDIENTE,,
19/3/2026,07:58:56,DOGE/USD,5M,BUY,63.2,0.283,8.27,0.035,84,6.9,25,PENDIENTE,,
19/3/2026,08:03:59,DOGE/USD,5M,BUY,68.3,0.106,13.41,0.058,86,11.6,25,PENDIENTE,,
19/3/2026,08:10:20,DOGE/USD,5M,BUY,68.3,0.106,13.41,0.058,86,11.6,25,PERDIDA,0.09407,0.09396
19/3/2026,08:14:04,DOGE/USD,15M,BUY,67.5,0.043,12.59,0.043,68,8.6,25,PENDIENTE,,
19/3/2026,08:14:05,BNB/USD,15M,SELL,61.7,-0.980,-6.78,0.024,72,4.9,25,PENDIENTE,,
19/3/2026,08:29:03,BNB/USD,15M,BUY,76.1,0.459,21.13,0.098,93,19.6,25,PENDIENTE,,
19/3/2026,08:29:03,ETH/USD,30M,BUY,67.3,0.523,12.40,0.048,77,9.5,25,PENDIENTE,,
19/3/2026,08:30:21,BNB/USD,15M,SELL,61.7,-0.980,-6.78,0.024,72,4.9,25,PERDIDA,645.18,645.52
19/3/2026,08:30:22,DOGE/USD,15M,BUY,67.5,0.043,12.59,0.043,68,8.6,25,GANADA,0.09402,0.09419
19/3/2026,08:33:55,DOGE/USD,5M,SELL,61.0,-0.073,-6.05,0.022,73,4.4,25,PENDIENTE,,
19/3/2026,08:40:21,DOGE/USD,5M,SELL,61.0,-0.073,-6.05,0.022,73,4.4,25,GANADA,0.09411,0.0939
19/3/2026,08:45:21,BNB/USD,15M,BUY,76.1,0.459,21.13,0.098,93,19.6,25,PERDIDA,645.52,644.21
19/3/2026,08:58:56,ETH/USD,15M,BUY,67.2,0.686,12.27,0.051,82,10.1,25,PENDIENTE,,
19/3/2026,08:58:56,DOGE/USD,5M,SELL,63.5,-0.284,-8.54,0.035,82,7.0,25,PENDIENTE,,
19/3/2026,09:00:22,ETH/USD,30M,BUY,67.3,0.523,12.40,0.048,77,9.5,25,PERDIDA,2174.75,2166.92
19/3/2026,09:03:59,BTC/USD,5M,BUY,64.2,0.988,9.26,0.033,72,6.6,25,PENDIENTE,,
19/3/2026,09:05:22,DOGE/USD,5M,SELL,63.5,-0.284,-8.54,0.035,82,7.0,25,GANADA,0.09402,0.09391
19/3/2026,09:10:22,BTC/USD,5M,BUY,64.2,0.988,9.26,0.033,72,6.6,25,PERDIDA,69841.09,69678.23
19/3/2026,09:13:58,ETH/USD,15M,BUY,62.6,0.906,7.62,0.032,84,6.4,25,PENDIENTE,,
19/3/2026,09:15:22,ETH/USD,15M,BUY,67.2,0.686,12.27,0.051,82,10.1,25,PERDIDA,2166.92,2162.06
19/3/2026,09:23:58,BTC/USD,5M,SELL,61.3,-0.211,-6.32,0.023,73,4.6,25,PENDIENTE,,
19/3/2026,13:09:01,DOGE/USD,5M,BUY,64.3,67.5,3,0.221,9.33,0.047,92,9.5,25,0.637,0.9052,63.3,PENDIENTE,,
19/3/2026,13:15:13,DOGE/USD,5M,BUY,64.3,67.5,3,0.221,9.33,0.047,92,9.5,25,0.637,0.9052,63.3,PERDIDA,0.09263,0.09248
20/3/2026,02:33:57,SOL/USD,5M,BUY,69.1,74.3,2,0.159,14.14,0.070,92,14.0,25,0.507,0.9099,70.0,PENDIENTE,,
20/3/2026,02:40:20,SOL/USD,5M,BUY,69.1,74.3,2,0.159,14.14,0.070,92,14.0,25,0.507,0.9099,70.0,GANADA,88.92,89.23
20/3/2026,10:26:37,DOGE/USD,1H,BUY,75.4,0.042,20.46,0.049,80,16.3,15,PENDIENTE,,,EXECUTE,85,REVERSAL,ELITE+AGRESIVO
20/3/2026,10:26:45,XRP/USD,30M,BUY,57.8,-0.424,2.81,0.006,73,2.0,15,PENDIENTE,,,PASS,58,TRAP,AGRESIVO
20/3/2026,10:26:50,DOGE/USD,15M,SELL,57.6,0.042,-2.65,0.005,59,1.6,15,PENDIENTE,,,PASS,32,TRAP,AGRESIVO
20/3/2026,10:28:41,XRP/USD,30M,BUY,57.8,-0.318,2.81,0.006,73,2.0,15,PENDIENTE,,,PASS,58,TRAP,AGRESIVO
20/3/2026,10:28:47,DOGE/USD,15M,SELL,57.6,0.267,-2.65,0.005,59,1.6,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,10:43:42,DOGE/USD,15M,SELL,57.8,0.486,-2.82,0.005,59,1.7,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,10:45:15,DOGE/USD,15M,SELL,57.6,0.267,-2.65,0.005,59,1.6,15,GANADA,0.09402,0.09394,PASS,42,TRAP,AGRESIVO
20/3/2026,10:45:15,DOGE/USD,15M,SELL,57.6,0.042,-2.65,0.005,59,1.6,15,GANADA,0.09402,0.09394,PASS,32,TRAP,AGRESIVO
20/3/2026,10:53:41,DOGE/USD,5M,SELL,65.7,-0.017,-10.81,0.023,72,7.8,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,10:58:42,DOGE/USD,5M,BUY,62.6,-0.222,7.71,0.020,86,6.6,15,PENDIENTE,,,EXECUTE,68,TRAP,AGRESIVO
20/3/2026,10:58:48,SOL/USD,15M,SELL,60.1,0.046,-5.20,0.016,100,5.2,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,10:58:53,DOGE/USD,1H,SELL,58.4,-0.222,-3.50,0.006,59,2.1,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,11:00:15,DOGE/USD,5M,SELL,65.7,-0.017,-10.81,0.023,72,7.8,15,GANADA,0.09356,0.09341,PASS,42,TRAP,AGRESIVO
20/3/2026,11:00:16,DOGE/USD,15M,SELL,57.8,0.486,-2.82,0.005,59,1.7,15,GANADA,0.09394,0.09341,PASS,42,TRAP,AGRESIVO
20/3/2026,11:00:17,XRP/USD,30M,BUY,57.8,-0.318,2.81,0.006,73,2.0,15,PERDIDA,1.4453,1.438,PASS,58,TRAP,AGRESIVO
20/3/2026,11:00:17,XRP/USD,30M,BUY,57.8,-0.424,2.81,0.006,73,2.0,15,PERDIDA,1.4453,1.438,PASS,58,TRAP,AGRESIVO
20/3/2026,11:05:15,DOGE/USD,5M,BUY,62.6,-0.222,7.71,0.020,86,6.6,15,GANADA,0.09342,0.0936,EXECUTE,68,TRAP,AGRESIVO
20/3/2026,11:08:43,DOGE/USD,5M,BUY,62.2,-0.011,7.28,0.016,72,5.2,15,PENDIENTE,,,PASS,59,TRAP,AGRESIVO
20/3/2026,11:13:39,DOGE/USD,15M,SELL,64.3,-0.343,-9.34,0.012,43,4.1,15,PENDIENTE,,,PASS,38,TRAP,AGRESIVO
20/3/2026,11:15:16,DOGE/USD,5M,BUY,62.2,-0.011,7.28,0.016,72,5.2,15,PERDIDA,0.0937,0.09354,PASS,59,TRAP,AGRESIVO
20/3/2026,11:15:16,SOL/USD,15M,SELL,60.1,0.046,-5.20,0.016,100,5.2,15,GANADA,88.81,88.64,PASS,42,TRAP,AGRESIVO
20/3/2026,11:23:40,DOGE/USD,5M,SELL,69.8,0.192,-14.87,0.029,65,9.6,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,11:28:41,DOGE/USD,15M,SELL,69.1,-0.186,-14.12,0.027,65,9.1,15,PENDIENTE,,,PASS,42,TRAP,ELITE+AGRESIVO
20/3/2026,11:28:47,XRP/USD,15M,SELL,59.0,0.472,-4.07,0.007,59,2.4,15,PENDIENTE,,,PASS,42,TRAP,AGRESIVO
20/3/2026,11:30:16,DOGE/USD,5M,SELL,69.8,0.192,-14.87,0.029,65,9.6,15,PERDIDA,0.09364,0.09379,PASS,42,TRAP,AGRESIVO
20/3/2026,11:30:17,DOGE/USD,15M,SELL,64.3,-0.343,-9.34,0.012,43,4.1,15,PERDIDA,0.09354,0.09379,PASS,38,TRAP,AGRESIVO
